# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:42:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/yvy7vqyh.json
# init = 2 (Default)
# random
#   seed = 45430
# output
#   file = /home/lab5/output/code2-20230416104223_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.0035118
# Diagonal elements of inverse mass matrix:
# 1.09527e-05, 9.9011e-06
503.662,0.987237,0.0035118,2,3,0,-503.616,1.89986,0.00020156,14.563,15.904,18.4138,20.1783,21.5792,22.5531,21.855,23.4335,29.9059,28.004,10,16,20,22,26,24,16,20,30,17
503.634,0.970205,0.0035118,6,127,0,-503.186,1.9002,0.00020084,14.5276,15.8602,18.3536,20.1058,21.4964,22.463,21.7701,23.3367,29.7564,27.8706,6,14,26,25,24,25,26,27,24,23
503.308,0.969538,0.0035118,5,63,0,-503.179,1.90016,0.000195275,14.218,15.4846,17.8465,19.5009,20.8112,21.7205,21.0688,22.5415,28.5495,26.7887,9,16,18,23,25,30,16,22,35,25
503.308,0.440045,0.0035118,1,3,0,-499.404,1.90016,0.000195275,14.218,15.4846,17.8465,19.5009,20.8112,21.7205,21.0688,22.5415,28.5495,26.7887,15,10,25,13,15,18,22,19,33,34
501.081,0.689713,0.0035118,1,3,0,-501.005,1.90016,0.000179435,13.3741,14.465,16.4806,17.8794,18.9802,19.741,19.196,20.4256,25.3785,23.9366,15,15,16,24,20,18,21,27,14,20
503.662,0.993404,0.0035118,6,119,0,-499.656,1.89963,0.000205687,14.7936,16.1849,18.7954,20.6351,22.0981,23.1162,22.3863,24.0375,30.8303,28.8308,15,16,18,23,22,22,27,19,39,31
503.735,0.996502,0.0035118,7,223,0,-503.545,1.9001,0.000205749,14.8042,16.1969,18.8102,20.652,22.1166,23.1359,22.4051,24.0582,30.8592,28.8572,12,16,22,29,18,24,28,23,31,28
503.728,0.880059,0.0035118,2,3,0,-502.944,1.9001,0.000204177,14.7145,16.0877,18.6621,20.4747,21.9152,22.9173,22.1989,23.8239,30.5005,28.5364,12,15,12,22,17,29,30,20,34,27
503.412,0.999889,0.0035118,7,223,0,-502.57,1.89922,0.000206939,14.8592,16.2656,18.9064,20.7687,22.2504,23.2819,22.5424,24.2156,31.1057,29.0765,16,17,18,20,20,19,25,25,32,20
503.42,0.998372,0.0035118,4,19,0,-503.395,1.89922,0.00020453,14.7217,16.0981,18.6789,20.4965,21.9411,22.9462,22.2257,23.8555,30.554,28.5832,13,15,20,25,29,26,20,24,31,38
502.675,0.824949,0.0035118,2,3,0,-502.327,1.89922,0.000218934,15.564,17.1266,20.0815,22.1801,23.8575,25.0293,24.1889,26.0924,34.0065,31.664,13,9,15,23,24,23,30,32,38,47
503.139,1,0.0035118,1,1,0,-502.761,1.89922,0.000213822,15.2596,16.7542,19.5719,21.5672,23.1588,24.269,23.4729,25.2753,32.7385,30.5342,10,19,21,23,21,30,32,27,39,26
503.339,0.948191,0.0035118,5,47,0,-502.465,1.89931,0.000199495,14.4394,15.7548,18.2137,19.9404,21.31,22.2617,21.5795,23.1217,29.4343,27.5809,16,19,18,26,23,26,21,20,34,40
503.469,0.995611,0.0035118,6,111,0,-502.988,1.89962,0.000198697,14.3994,15.7056,18.1464,19.8595,21.218,22.1616,21.4852,23.0143,29.2693,27.4335,13,20,17,23,30,24,24,34,31,36
503.72,0.985548,0.0035118,7,139,0,-503.145,1.89992,0.000207377,14.8949,16.3078,18.9614,20.8333,22.3228,23.36,22.6164,24.2988,31.2292,29.1877,11,10,21,21,26,20,25,23,35,25
503.389,0.952189,0.0035118,7,163,0,-502.879,1.89947,0.000198527,14.3879,15.6918,18.1282,19.838,21.1939,22.1356,21.4606,22.9865,29.228,27.3963,11,9,14,14,21,22,20,30,35,33
503.166,0.893065,0.0035118,2,7,0,-502.506,1.89948,0.000215704,15.375,16.8948,19.7632,21.7966,23.4198,24.5527,23.7402,25.5798,33.2085,30.9535,16,15,19,24,26,16,26,29,39,19
503.38,1,0.0035118,1,1,0,-503.186,1.89948,0.00021274,15.1999,16.6808,19.4709,21.4453,23.0196,24.1175,23.3302,25.1123,32.4849,30.3083,10,13,17,23,37,25,18,22,32,23
503.294,0.866487,0.0035118,2,3,0,-502.247,1.89949,0.000196864,14.296,15.5803,17.9776,19.6584,20.9903,21.915,21.2522,22.7503,28.8694,27.0748,19,19,19,20,16,24,23,22,29,27
503.441,0.625565,0.0035118,6,87,0,-498.154,1.90022,0.000197206,14.3254,15.6147,18.0217,19.7097,21.0475,21.9764,21.3106,22.8154,28.9641,27.1606,13,13,16,22,22,26,27,23,38,23
503.514,0.926853,0.0035118,2,3,0,-502.735,1.90023,0.000212461,15.195,16.6733,19.4582,21.4286,22.9996,24.095,23.3095,25.0876,32.4419,30.271,19,16,24,26,25,23,24,29,31,24
501.687,0.919707,0.0035118,7,215,0,-501.336,1.90145,0.000220845,15.7143,17.3065,20.3206,22.4637,24.178,25.3761,24.5167,26.4635,34.5702,32.1687,17,17,23,18,25,35,35,34,27,39
501.676,0.999867,0.0035118,3,7,0,-501.561,1.90146,0.000189305,13.912,15.1118,17.3415,18.8978,20.1274,20.9794,20.3689,21.7477,27.3459,25.7093,18,9,15,17,22,24,12,22,27,29
501.795,0.906333,0.0035118,4,27,0,-500.096,1.90139,0.000189454,13.919,15.1204,17.3532,18.9119,20.1434,20.9968,20.3853,21.7663,27.3743,25.7348,13,19,20,16,13,25,22,21,25,24
502.301,0.886935,0.0035118,5,43,0,-499.889,1.90125,0.000192348,14.0735,15.3076,17.6051,19.2116,20.4824,21.3637,20.7321,22.1589,27.9657,26.266,16,13,11,14,20,18,23,14,25,33
502.928,0.960297,0.0035118,2,7,0,-501.937,1.90126,0.000208366,14.9719,16.3992,19.0814,20.9746,22.4817,23.5313,22.7787,24.4816,31.5018,29.433,17,19,7,27,23,19,20,23,34,28
501.581,0.829858,0.0035118,2,3,0,-501.416,1.90127,0.000186666,13.7681,14.9383,17.1095,18.6227,19.817,20.6439,20.0515,21.3893,26.8094,25.2267,14,17,17,18,21,25,22,22,13,18
501.629,1,0.0035118,2,3,0,-501.256,1.90126,0.000186976,13.7846,14.9582,17.1361,18.6543,19.8527,20.6825,20.0879,21.4304,26.8711,25.2822,14,12,10,26,27,14,19,20,32,16
502.892,0.921729,0.0035118,2,7,0,-500.892,1.90126,0.000209697,15.049,16.4933,19.2094,21.1281,22.6562,23.7209,22.9575,24.6851,31.8148,29.7126,11,8,15,14,21,20,19,36,38,35
502.859,0.970705,0.0035118,3,15,0,-502.557,1.90127,0.000200519,14.5251,15.8553,18.3436,20.0919,21.4793,22.4436,21.7524,23.3151,29.7174,27.8369,12,12,18,23,25,22,15,19,35,32
502.865,0.997066,0.0035118,2,3,0,-502.813,1.90127,0.000210034,15.0688,16.5174,19.2423,21.1675,22.7009,23.7695,23.0033,24.7373,31.8951,29.7843,14,22,25,15,21,23,20,19,46,29
502.094,0.908891,0.0035118,4,31,0,-501.782,1.90123,0.000190241,13.9591,15.1692,17.4192,18.9906,20.2325,21.0933,20.4765,21.8697,27.5304,25.8749,14,16,27,16,15,19,16,28,38,30
501.139,0.99683,0.0035118,6,75,0,-500.491,1.90185,0.000189976,13.9534,15.1612,17.4067,18.9746,20.2138,21.0725,20.4572,21.847,27.4931,25.8421,14,19,8,19,17,23,20,22,25,36
503.658,0.996434,0.0035118,7,155,0,-499.564,1.89992,0.000201195,14.5434,15.88,18.3812,20.1393,21.5348,22.5049,21.8095,23.3818,29.8267,27.9332,12,8,14,25,26,20,22,19,24,26
503.07,0.992315,0.0035118,7,131,0,-502.714,1.90108,0.000210301,15.0816,16.5333,19.2645,21.1945,22.7319,23.8033,23.0351,24.7737,31.9524,29.8352,15,15,18,17,25,26,20,22,35,37
502.858,0.696,0.0035118,2,3,0,-500.496,1.9011,0.000196842,14.3178,15.6039,18.0045,19.6876,21.0213,21.9474,21.2837,22.7837,28.9111,27.1141,10,23,18,21,15,24,28,26,40,27
502.388,0.998987,0.0035118,6,83,0,-501.921,1.90146,0.000213775,15.2912,16.7886,19.6114,21.6102,23.2047,24.3169,23.5193,25.3249,32.8009,30.5928,15,19,16,21,29,21,24,23,28,24
502.279,0.878716,0.0035118,2,3,0,-501.364,1.90148,0.000195422,14.2448,15.5148,17.8833,19.5424,20.8565,21.7685,21.1148,22.5919,28.6185,26.8521,15,21,18,25,20,20,18,22,36,25
503.302,0.997661,0.0035118,7,215,0,-501.768,1.89984,0.000215571,15.3727,16.8913,19.7572,21.7886,23.4102,24.5419,23.7303,25.568,33.1877,30.9355,13,20,18,19,29,39,22,25,23,31
503.619,1,0.0035118,2,3,0,-503.358,1.89984,0.0002005,14.5032,15.8313,18.3156,20.0611,21.4462,22.4089,21.7188,23.279,29.6706,27.7933,23,14,16,18,21,20,19,30,33,29
502.318,0.998356,0.0035118,7,131,0,-501.917,1.89841,0.000200251,14.4685,15.7917,18.2665,20.005,21.3845,22.3432,21.656,23.2097,29.5734,27.7044,13,11,14,17,25,28,21,27,20,30
503.507,0.999161,0.0035118,6,119,0,-500.273,1.89934,0.000205171,14.7599,16.1444,18.7413,20.5709,22.0255,23.0377,22.312,23.9535,30.7033,28.7169,16,13,14,22,25,23,18,21,25,25
503.568,0.997848,0.0035118,6,79,0,-503.476,1.89946,0.00020364,14.6746,16.0404,18.5999,20.4015,21.833,22.8287,22.1149,23.7293,30.3596,28.4096,13,10,14,16,16,27,13,28,27,34
