# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:25:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/u63o5wh6.json
# init = 2 (Default)
# random
#   seed = 24928
# output
#   file = /home/lab5/output/code2-20230416112538_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 2.01438e-17
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.04816e-05
-1.85661e+25,1,2.01438e-17,2,3,0,1.85669e+25,-0.367771,0.00786721,1.09378e+13,3.40424e+14,1.03741e+17,3.69082e+18,5.0685e+19,2.83879e+20,8.32013e+19,1.26562e+21,1.72381e+25,1.32633e+24,0,0,0,0,0,0,0,0,0,0
-1.85166e+25,1,2.01438e-17,5,31,0,1.85661e+25,-0.367771,0.00786684,1.09225e+13,3.39896e+14,1.03553e+17,3.68354e+18,5.05788e+19,2.83262e+20,8.30252e+19,1.26278e+21,1.7192e+25,1.32293e+24,0,0,0,0,0,0,0,0,0,0
-1.85164e+25,1,2.01438e-17,1,1,0,1.85166e+25,-0.367771,0.00786684,1.09225e+13,3.39894e+14,1.03552e+17,3.68351e+18,5.05784e+19,2.83259e+20,8.30245e+19,1.26277e+21,1.71918e+25,1.32292e+24,0,0,0,0,0,0,0,0,0,0
-1.85157e+25,1,2.01438e-17,2,3,0,1.85164e+25,-0.367771,0.00786684,1.09223e+13,3.39886e+14,1.03549e+17,3.6834e+18,5.05768e+19,2.8325e+20,8.30218e+19,1.26273e+21,1.71911e+25,1.32287e+24,0,0,0,0,0,0,0,0,0,0
-1.85155e+25,1,2.01438e-17,1,1,0,1.85157e+25,-0.367771,0.00786684,1.09222e+13,3.39884e+14,1.03548e+17,3.68337e+18,5.05763e+19,2.83247e+20,8.30211e+19,1.26272e+21,1.71909e+25,1.32286e+24,0,0,0,0,0,0,0,0,0,0
-1.85153e+25,1,2.01438e-17,1,1,0,1.85155e+25,-0.367771,0.00786683,1.09221e+13,3.39882e+14,1.03548e+17,3.68334e+18,5.05759e+19,2.83245e+20,8.30204e+19,1.2627e+21,1.71907e+25,1.32284e+24,0,0,0,0,0,0,0,0,0,0
-1.85151e+25,1,2.01438e-17,1,1,0,1.85153e+25,-0.367771,0.00786683,1.09221e+13,3.3988e+14,1.03547e+17,3.68331e+18,5.05755e+19,2.83243e+20,8.30197e+19,1.26269e+21,1.71906e+25,1.32283e+24,0,0,0,0,0,0,0,0,0,0
-1.83191e+25,1,2.01438e-17,6,63,0,1.85151e+25,-0.367771,0.0078654,1.08616e+13,3.37787e+14,1.02802e+17,3.65443e+18,5.01549e+19,2.80799e+20,8.23219e+19,1.25146e+21,1.7008e+25,1.30939e+24,0,0,0,0,0,0,0,0,0,0
-1.83189e+25,1,2.01438e-17,1,1,0,1.83191e+25,-0.367771,0.0078654,1.08616e+13,3.37785e+14,1.02801e+17,3.6544e+18,5.01545e+19,2.80797e+20,8.23212e+19,1.25145e+21,1.70078e+25,1.30938e+24,0,0,0,0,0,0,0,0,0,0
-1.83068e+25,1,2.01438e-17,4,15,0,1.83189e+25,-0.367771,0.00786531,1.08579e+13,3.37656e+14,1.02755e+17,3.65262e+18,5.01286e+19,2.80646e+20,8.22782e+19,1.25075e+21,1.69966e+25,1.30855e+24,0,0,0,0,0,0,0,0,0,0
